"pmid","priority","doi","title","year","journal","primary_text_source","source_markdown_path","upload_markdown_path","file_size"
"27502756","medium","10.1038/srep31375","‘Atherothrombosis-associated microRNAs in Antiphospholipid syndrome and Systemic Lupus Erythematosus patients’","2016","Scientific reports","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\27502756__Pérez-Sánchez_C._2016_Scientific_reports_Atherothrombosis-associated_mic\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_27502756.md","53694"
"27652601","medium","10.1055/s-0036-1592336","[Schreiber K.] (2016) Seminars in thrombosis and… — Pregnancy and Antiphospholipid Syndrome.","2016","Seminars in thrombosis and hemostasis","knowhere_pdf_markdown","D:\科研\SH Science Group\综述文献打分\library\knowhere_batch\27652601__Schreiber_K._2016_Seminars_in_thrombosis_and_Pregnancy_and_Antiphospholi\result\full.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_27652601.md","7836"
"27725921","medium","10.7759/cureus.765","Recommended Therapeutic INR Range for Patients with Antiphospholipid Syndrome on Warfarin Anticoagulation: Is Moderate-Intensity (INR 2.0 - 3.0) or High-Intensity (INR 3.1 - 4.0) Better for Reducing Risk of Recurrent Thromboembolic Events?","2016","Cureus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\27725921__Kim_E._2016_Cureus_Recommended_Therapeutic_INR_Range_for_Patients_with_A\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_27725921.md","23419"
"28129662","medium","10.1055/s-0036-1597286","[Sacharidou A.] (2017) Seminars in thrombosis and… — New Insights in the Pathophysiology of Antiphospholipid Syndrome.","2017","Seminars in thrombosis and hemostasis","knowhere_pdf_markdown","D:\科研\SH Science Group\综述文献打分\library\knowhere_batch\28129662__Sacharidou_A._2017_Seminars_in_thrombosis_and_New_Insights_in_the_Pathop\result\full.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_28129662.md","7884"
"28278524","medium","10.1055/s-0036-1597282","[Chighizola C.] (2017) Seminars in thrombosis and… — Management of Thrombotic Antiphospholipid Syndrome.","2017","Seminars in thrombosis and hemostasis","knowhere_pdf_markdown","D:\科研\SH Science Group\综述文献打分\library\knowhere_batch\28278524__Chighizola_C._2017_Seminars_in_thrombosis_and_Management_of_Thrombotic_A\result\full.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_28278524.md","39108"
"28727732","medium","10.1371/journal.pone.0178889","Incidence of thromboembolic events in asymptomatic carriers of IgA anti ß2 glycoprotein-I antibodies","2017","PloS one","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\28727732__Tortosa_C._2017_PloS_one_Incidence_of_thromboembolic_events_in_asymptoma\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_28727732.md","31129"
"28883515","medium","10.1038/s41598-017-11315-9","Factor Xa Mediates Calcium Flux in Endothelial Cells and is Potentiated by Igg From Patients With Lupus and/or Antiphospholipid Syndrome","2017","Scientific reports","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\28883515__Artim-Esen_B._2017_Scientific_reports_Factor_Xa_Mediates_Calcium_Flux_in\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_28883515.md","43485"
"28960143","medium","10.1080/21505594.2017.1385691","Antigenicity analysis of human parvovirus B19-VP1u protein in the induction of anti-phospholipid syndrome","2017","Virulence","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\28960143__Lin_C._2017_Virulence_Antigenicity_analysis_of_human_parvovirus_B19-VP1u\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_28960143.md","31844"
"29552010","medium","10.3389/fimmu.2018.00336","Omega-3 Fatty Acid Supplementation Improves Endothelial Function in Primary Antiphospholipid Syndrome: A Small-Scale Randomized Double-Blind Placebo-Controlled Trial","2018","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\29552010__Felau_M._2018_Frontiers_in_immunology_Omega-3_Fatty_Acid_Supplementation\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_29552010.md","30981"
"29904380","medium","10.3389/fimmu.2018.01181","Antiphospholipid Syndrome Nephropathy: From Pathogenesis to Treatment","2018","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\29904380__Tektonidou_G._2018_Frontiers_in_immunology_Antiphospholipid_Syndrome_Nep\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_29904380.md","25092"
"30033000","medium","10.1016/j.jaut.2018.07.002","Gene expression profiling identifies distinct molecular signatures in thrombotic and obstetric antiphospholipid syndrome","2018","Journal of autoimmunity","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30033000__Ripoll_M._2018_Journal_of_autoimmunity_Gene_expression_profiling_identif\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30033000.md","37050"
"30079071","medium","10.3389/fimmu.2018.01678","A Monocentric Cohort of Obstetric Seronegative Anti-Phospholipid Syndrome","2018","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30079071__Truglia_S._2018_Frontiers_in_immunology_A_Monocentric_Cohort_of_Obstetri\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30079071.md","23117"
"30405613","medium","10.3389/fimmu.2018.02413","PEGylated Domain I of Beta-2-Glycoprotein I Inhibits the Binding, Coagulopathic, and Thrombogenic Properties of IgG From Patients With the Antiphospholipid Syndrome","2018","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30405613__McDonnell_R._2018_Frontiers_in_immunology_PEGylated_Domain_I_of_Beta-2-G\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30405613.md","43407"
"30619248","medium","10.3389/fimmu.2018.02836","β2-Glycoprotein I-Reactive T Cells in Autoimmune Disease","2018","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30619248__Rauch_J._2018_Frontiers_in_immunology_β2-Glycoprotein_I-Reactive_T_Cells\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30619248.md","46291"
"30870459","medium","10.1371/journal.pone.0212614","Hydroxychloroquine reverses the prothrombotic state in a mouse model of antiphospholipid syndrome: Role of reduced inflammation and endothelial dysfunction","2019","PloS one","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30870459__Miranda_S._2019_PloS_one_Hydroxychloroquine_reverses_the_prothrombotic_s\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30870459.md","34170"
"30891041","medium","10.3389/fimmu.2019.00376","Reliability of Lupus Anticoagulant and Anti-phosphatidylserine/prothrombin Autoantibodies in Antiphospholipid Syndrome: A Multicenter Study","2019","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30891041__Sciascia_S._2019_Frontiers_in_immunology_Reliability_of_Lupus_Anticoagul\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30891041.md","19297"
"30923524","medium","10.3389/fimmu.2019.00449","Complement in the Pathophysiology of the Antiphospholipid Syndrome","2019","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30923524__Chaturvedi_S._2019_Frontiers_in_immunology_Complement_in_the_Pathophysio\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30923524.md","24515"
"30923525","medium","10.3389/fimmu.2019.00460","Alarmin HMGB1 and Soluble RAGE as New Tools to Evaluate the Risk Stratification in Patients With the Antiphospholipid Syndrome","2019","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\30923525__Manganelli_V._2019_Frontiers_in_immunology_Alarmin_HMGB1_and_Soluble_RAG\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_30923525.md","39785"
"31031764","medium","10.3389/fimmu.2019.00773","Blood Cell-Bound C4d as a Marker of Complement Activation in Patients With the Antiphospholipid Syndrome","2019","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\31031764__Lonati_P._2019_Frontiers_in_immunology_Blood_Cell-Bound_C4d_as_a_Marker_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_31031764.md","29741"
"31080762","medium","10.1016/j.mex.2019.04.023","Methodology of generation and purification of anti-beta 2 glycoprotein I antibodies","2019","MethodsX","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\31080762__Alarcon_M._2019_MethodsX_Methodology_of_generation_and_purification_of_a\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_31080762.md","15294"
"31126213","medium","10.1177/0961203319851571","Domain I of β2GPI is capable of blocking serum IgA antiphospholipid antibodies binding in vitro: an effect enhanced by PEGylation","2019","Lupus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\31126213__Albay_A._2019_Lupus_Domain_I_of_β2GPI_is_capable_of_blocking_serum_IgA_a\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_31126213.md","14644"
"31168416","medium","10.1136/rmdopen-2019-000924","Management of thrombotic and obstetric antiphospholipid syndrome: a systematic literature review informing the EULAR recommendations for the management of antiphospholipid syndrome in adults","2019","RMD open","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\31168416__Tektonidou_G._2019_RMD_open_Management_of_thrombotic_and_obstetric_antip\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_31168416.md","42357"
"32001534","medium","10.3324/haematol.2019.221945","Seronegative antiphospholipid syndrome: refining the value of “non-criteria” antibodies for diagnosis and clinical management","2020","Haematologica","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\32001534__Pignatelli_P._2020_Haematologica_Seronegative_antiphospholipid_syndrome_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32001534.md","40167"
"32030922","medium","10.3346/jkms.2020.35.e35","Epidemiology of Antiphospholipid Syndrome in Korea: a Nationwide Population-based Study","2020","Journal of Korean medical science","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\32030922__Hwang_J._2020_Journal_of_Korean_medical_Epidemiology_of_Antiphospholipid\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32030922.md","26131"
"32369873","medium","10.1111/jcmm.15321","Antiphospholipid antibody‐activated NETs exacerbate trophoblast and endothelial cell injury in obstetric antiphospholipid syndrome","2020","Journal of cellular and molecular medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\32369873__Lu_Y._2020_Journal_of_cellular_and_Antiphospholipid_antibody-activated_N\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32369873.md","42813"
"32414170","medium","10.3390/cells9051211","Characterization of Plasma-Derived Small Extracellular Vesicles Indicates Ongoing Endothelial and Platelet Activation in Patients with Thrombotic Antiphospholipid Syndrome","2020","Cells","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\32414170__Štok_U._2020_Cells_Characterization_of_Plasma-Derived_Small_Extracellula\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32414170.md","33988"
"32458245","medium","10.1007/s10067-020-05183-4","[Rahman A.] (2020) Clinical rheumatology — Management of antiphospholipid syndrome.","2020","Clinical rheumatology","knowhere_pdf_markdown","D:\科研\SH Science Group\综述文献打分\library\knowhere_batch\32458245__Rahman_A._2020_Clinical_rheumatology_Management_of_antiphospholipid_synd\result\full.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32458245.md","12759"
"32549383","medium","10.3390/biomedicines8060162","17β-Estradiol Promotes Proinflammatory and Procoagulatory Phenotype of Innate Immune Cells in the Presence of Antiphospholipid Antibodies","2020","Biomedicines","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\32549383__Manukyan_G._2020_Biomedicines_17β-Estradiol_Promotes_Proinflammatory_and\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_32549383.md","23438"
"33296221","medium","10.1177/1076029620974455","Anticardiolipin Positivity Is Highly Associated With Intrauterine Growth Restriction in Women With Antiphospholipid Syndrome","2020","Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33296221__Xi_F._2020_Clinical_and_applied_Anticardiolipin_Positivity_Is_Highly_Ass\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33296221.md","23124"
"33348782","medium","10.3390/biomedicines8120622","Validation of the Particle-Based Multi-Analyte Technology for Detection of Anti-PhosphatidylSerine/Prothrombin Antibodies","2020","Biomedicines","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33348782__Radin_M._2020_Biomedicines_Validation_of_the_Particle-Based_Multi-Analyt\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33348782.md","25936"
"33485122","medium","10.1016/j.thromres.2020.10.010","Thrombotic antiphospholipid syndrome: A practical guide to diagnosis and management","2020","Thrombosis research","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33485122__Sayar_Z._2020_Thrombosis_research_Thrombotic_antiphospholipid_syndrome_A\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33485122.md","30177"
"33496084","medium","10.3346/jkms.2021.36.e24","Management of Women with Antiphospholipid Antibodies or Antiphospholipid Syndrome during Pregnancy","2021","Journal of Korean medical science","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33496084__Lee_E._2021_Journal_of_Korean_medical_Management_of_Women_with_Antiphosp\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33496084.md","22646"
"33511497","medium","10.1007/s11926-020-00976-7","Pediatric Antiphospholipid Syndrome: from Pathogenesis to Clinical Management","2021","Current rheumatology reports","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33511497__Rosina_S._2021_Current_rheumatology_reports_Pediatric_Antiphospholipid_S\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33511497.md","34471"
"33614687","medium","10.3389/fmed.2021.630660","Early Initiation of Anticoagulation Improves the Long-Term Prognosis in Patients With Antiphospholipid Syndrome Associated Portal Vein Thrombosis","2021","Frontiers in medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33614687__You_H._2021_Frontiers_in_medicine_Early_Initiation_of_Anticoagulation_Im\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33614687.md","26092"
"33733031","medium","10.1002/rth2.12472","DOAC‐Stop in lupus anticoagulant testing: Direct oral anticoagulant interference removed in most samples","2021","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33733031__Baker_S._2021_Research_and_practice_in_DOAC-Stop_in_lupus_anticoagulant_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33733031.md","45665"
"33919627","medium","10.3390/ijms22084200","VWF, Platelets and the Antiphospholipid Syndrome","2021","International journal of molecular sciences","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33919627__Huang_S._2021_International_journal_of_VWF_Platelets_and_the_Antiphospho\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33919627.md","31145"
"33925261","medium","10.3390/ijms22094689","Extracellular Vesicles and Antiphospholipid Syndrome: State-of-the-Art and Future Challenges","2021","International journal of molecular sciences","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33925261__Štok_U._2021_International_journal_of_Extracellular_Vesicles_and_Antipho\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33925261.md","43022"
"33957795","medium","10.1177/09612033211014570","Associations with thrombosis are stronger for antiphosphatidylserine/prothrombin antibodies than for the Sydney criteria antiphospholipid antibody tests in SLE","2021","Lupus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\33957795__Elbagir_S._2021_Lupus_Associations_with_thrombosis_are_stronger_for_anti\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_33957795.md","27856"
"34263105","medium","10.1002/rth2.12559","Monocyte activation and acquired autoimmune protein S deficiency promote disseminated intravascular coagulation in a patient with primary antiphospholipid syndrome","2021","Research and practice in thrombosis and haemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34263105__Beckmann_L._2021_Research_and_practice_in_Monocyte_activation_and_acquir\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34263105.md","18092"
"34409894","medium","10.1080/07853890.2021.1962964","The digestive system involvement of antiphospholipid syndrome: pathophysiology, clinical characteristics, and treatment strategies","2021","Annals of medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34409894__Zhang_J._2021_Annals_of_medicine_The_digestive_system_involvement_of_ant\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34409894.md","27648"
"34540404","medium","10.7759/cureus.17002","Unraveling the Association Between Myocardial Infarction of Nonobstructive Coronary Arteries and Antiphospholipid Syndrome","2021","Cureus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34540404__Ramjas_V._2021_Cureus_Unraveling_the_Association_Between_Myocardial_Infa\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34540404.md","21289"
"34790198","medium","10.3389/fimmu.2021.754469","Anti-Phosphatidylserine/Prothrombin Antibodies at Two Points: Correlation With Lupus Anticoagulant and Thrombotic Risk","2021","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34790198__Egri_N._2021_Frontiers_in_immunology_Anti-Phosphatidylserine_Prothrombin\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34790198.md","21623"
"34912234","medium","10.3389/fphys.2021.706743","Antiphospholipid Antibodies From Women With Pregnancy Morbidity and Vascular Thrombosis Induce Endothelial Mitochondrial Dysfunction, mTOR Activation, and Autophagy","2021","Frontiers in physiology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34912234__Rodríguez_M._2021_Frontiers_in_physiology_Antiphospholipid_Antibodies_Fr\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34912234.md","37404"
"34925061","medium","10.3389/fphys.2021.764702","Differences in Endothelial Activation and Dysfunction Induced by Antiphospholipid Antibodies Among Groups of Patients With Thrombotic, Refractory, and Non-refractory Antiphospholipid Syndrome","2021","Frontiers in physiology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\34925061__Velásquez_M._2021_Frontiers_in_physiology_Differences_in_Endothelial_Act\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_34925061.md","54877"
"35078523","medium","10.1186/s13075-022-02726-9","Non-criteria manifestations in primary antiphospholipid syndrome: a French multicenter retrospective cohort study","2022","Arthritis research & therapy","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35078523__Guédon_F._2022_Arthritis_research_therapy_Non-criteria_manifestations_in\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35078523.md","18816"
"35165550","medium","10.7759/cureus.21090","Obstetric Antiphospholipid Syndrome From the Perspective of a Rheumatologist","2022","Cureus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35165550__Santacruz_J._2022_Cureus_Obstetric_Antiphospholipid_Syndrome_From_the_Pe\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35165550.md","21663"
"35317658","medium","10.1177/10760296221088576","The Pathophysiology of The Antiphospholipid Syndrome: A Perspective From The Blood Coagulation System","2022","Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35317658__Arreola-Diaz_R._2022_Clinical_and_applied_The_Pathophysiology_of_The_Ant\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35317658.md","55570"
"35379020","medium","10.1177/10760296221081129","Detection of IgA Antiphospholipid Antibodies Does not Improve Thrombotic Antiphospholipid Syndrome Classification: A two-Center Study","2022","Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35379020__Su_Z._2022_Clinical_and_applied_Detection_of_IgA_Antiphospholipid_Antibo\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35379020.md","24407"
"35479096","medium","10.3389/fimmu.2022.842923","PEGylated Domain I of Beta-2-Glycoprotein I Inhibits Thrombosis in a Chronic Mouse Model of the Antiphospholipid Syndrome","2022","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35479096__Willis_R._2022_Frontiers_in_immunology_PEGylated_Domain_I_of_Beta-2-Glyc\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35479096.md","30465"
"35675831","medium","10.1055/s-0042-1744364","[Devreese J.] (2022) Seminars in thrombosis and… — Solid Phase Assays for Antiphospholipid Antibodies.","2022","Seminars in thrombosis and hemostasis","knowhere_pdf_markdown","D:\科研\SH Science Group\综述文献打分\library\knowhere_batch\35675831__Devreese_J._2022_Seminars_in_thrombosis_and_Solid_Phase_Assays_for_Antip\result\full.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35675831.md","48903"
"35690831","medium","10.1186/s13075-022-02814-w","Clinical characteristics and prognosis of patients with antiphospholipid antibodies based on cluster analysis: an 8-year cohort study","2022","Arthritis research & therapy","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35690831__Qi_W._2022_Arthritis_research_therapy_Clinical_characteristics_and_progn\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35690831.md","32466"
"35867933","medium","10.1097/mbc.0000000000001153","Comparing the efficacy and safety of direct oral anticoagulants versus Vitamin K antagonists in patients with antiphospholipid syndrome: a systematic review and meta-analysis","2022","Blood coagulation & fibrinolysis : an international journal in haemostasis and thrombosis","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35867933__Wu_X._2022_Blood_coagulation_Comparing_the_efficacy_and_safety_of_direct\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35867933.md","27790"
"35958624","medium","10.3389/fimmu.2022.951254","Detection of neutrophil extracellular traps in patient plasma: method development and validation in systemic lupus erythematosus and healthy donors that carry IRF5 genetic risk","2022","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\35958624__Matta_B._2022_Frontiers_in_immunology_Detection_of_neutrophil_extracellu\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_35958624.md","35149"
"36007979","medium","10.1136/lupus-2022-000738","Antibodies to FXa and thrombin in patients with SLE differentially regulate C3 and C5 cleavage","2022","Lupus science & medicine","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36007979__McDonnell_T._2022_Lupus_science_medicine_Antibodies_to_FXa_and_thrombin_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36007979.md","21706"
"36032074","medium","10.3389/fimmu.2022.949919","Antiphospholipid antibodies are persistently positive at high titers. Additive value of platelet-bound C4d","2022","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36032074__Sciascia_S._2022_Frontiers_in_immunology_Antiphospholipid_antibodies_are\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36032074.md","22364"
"36039649","medium","10.1002/iid3.678","SAMD1 attenuates antiphospholipid syndrome‐induced vascular injury and pregnancy complications","2022","Immunity, inflammation and disease","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36039649__An_R._2022_Immunity_inflammation_and_SAMD1_attenuates_antiphospholipid_s\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36039649.md","39684"
"36172349","medium","10.3389/fimmu.2022.957201","Circulating immune-complexes of IgG/IgM bound to B2-glycoprotein-I associated with complement consumption and thrombocytopenia in antiphospholipid syndrome","2022","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36172349__Naranjo_L._2022_Frontiers_in_immunology_Circulating_immune-complexes_of_\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36172349.md","64729"
"36299971","medium","10.7759/cureus.29449","Efficacy and Safety of Direct Oral Anticoagulants in Patients With Antiphospholipid Syndrome: A Systematic Review and Meta-Analysis","2022","Cureus","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36299971__Gullapalli_K._2022_Cureus_Efficacy_and_Safety_of_Direct_Oral_Anticoagula\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36299971.md","26285"
"36428506","medium","10.3390/biomedicines10112938","Non-Criteria Obstetric Antiphospholipid Syndrome: How Different Is from Sidney Criteria? A Single-Center Study","2022","Biomedicines","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36428506__Martínez-Taboada_M._2022_Biomedicines_Non-Criteria_Obstetric_Antiphospho\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36428506.md","26487"
"36676628","medium","10.3390/medicina59010004","Addison’s Disease in the Course of Recurrent Microangiopathic Antiphospholipid Syndrome—A Clinical Presentation and Review of the Literature","2022","Medicina (Kaunas, Lithuania)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36676628__Grabarczyk_M._2022_Medicina_Kaunas_Lithuania_Addison_s_Disease_in_the_Co\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36676628.md","22180"
"36700193","medium","10.3389/fimmu.2022.1076167","Beta 2 glycoprotein I and neutrophil extracellular traps: Potential bridge between innate and adaptive immunity in anti-phospholipid syndrome","2023","Frontiers in immunology","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36700193__Grossi_C._2023_Frontiers_in_immunology_Beta_2_glycoprotein_I_and_neutrop\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36700193.md","24233"
"36837547","medium","10.3390/medicina59020346","Oral Anticoagulation in Patients with Chronic Liver Disease","2023","Medicina (Kaunas, Lithuania)","xml_markdown","D:\科研\SH Science Group\综述文献打分\library\processed\36837547__Costache_S._2023_Medicina_Kaunas_Lithuania_Oral_Anticoagulation_in_Patie\article.md","D:\科研\SH Science Group\综述文献打分\server_markdown_upload_ready\markdown_docs\pmid_36837547.md","41810"
